Id;Text
25659;3047.2 Security measures against unauthorized access and modification have been implemented if the system communicates over public networks. The choice of security measures is risk-based, depending on the system's areas of use.
25661;3048.2 There are documented guidelines that govern how changes through system development should be implemented for the system. For larger changes, risks are identified and managed to ensure that the security requirements of the system are met. Particular emphasis is placed on proper initiation, planning, version control, code management, and traceability in the change work.
25668;3058.2 Changes in the system implemented by suppliers are agreed upon and documented. A procedure has been established to ensure that system administrators approve changes before they are implemented. Any exceptions are agreed upon and documented.
25678;3071.2 Compliance with information security requirements and governing documents is reviewed and reported to the system owner at least every three years. Improvements are made where deficiencies are identified.
25681;3222 An assessment has been conducted regarding the relevance of pseudonymization and encryption of personal data, as well as tests to minimize information loss during incidents. The assessment is documented.
25718;If the processing of personal data is based on consent or agreement, there are procedures and technical capabilities to export the personal data in the system in a structured, commonly used, and machine-readable format (e.g., CSV, HTML, XML, etc.)
25732;Permissions in the system are based on a documented regulatory framework where legal requirements and business requirements have been taken into account. Compliance with the regulatory framework is monitored regularly or in accordance with legal requirements.
25753;The system administrator is responsible for keeping updated on technical vulnerabilities. There are procedures for how technical vulnerabilities should be managed. Measures are taken to reduce the risk that vulnerabilities can be exploited.
25756;The system logs information related to errors, user activities, and security events. The log information is saved and reviewed in incidents or events where investigative technical measures need to be taken.
25757;The system logs information related to errors, user activities, and security incidents. The log information is saved and reviewed annually to detect incidents and events where investigative technical measures need to be taken.
25760;The system requires a password or better for authentication. There are technical and administrative measures for how passwords may be managed in the system and by the user. Refer to the guidelines for trust level 2 (LoA2) for details.
25773;A action plan based on a risk analysis is documented and updated annually.
25774;All major changes are evaluated in a test environment before they are installed in the production environment.
25777;1 § 1. The authorities that have a special responsibility for crisis preparedness according to § 10 of the ordinance (2015:1052) on crisis preparedness and the actions of monitoring authorities during heightened readiness shall, in addition to what is stated in chapters 2 – 4 of these regulations, use multi-factor authentication and real-time monitoring for information systems that are central to the authority's ability to carry out its mission.
25779;22 § 2. The authority shall, in order to ensure access to information and information systems in the event of incidents and deviations, practice the recovery of information systems that are central to the authority's ability to fulfill its mission.
25780;22 § 3. The authority shall, in order to ensure accessibility to information and information systems in the event of incidents and deviations, have internal regulations for the recovery of the production environment in its entirety and for individual information systems.
25781;22 § 3. The authority shall, to ensure accessibility to information and information systems during incidents and deviations, place central servers and central network equipment that create redundant functions in various special IT spaces.
25782;3 ch. 4 § The provider shall be responsible for ensuring that there is an information security policy. It shall specify the provider's overall goals and direction for the organization's work with information security in order to ensure the availability, accuracy, confidentiality, and traceability of personal data.
25783;3 chap. 15 § If the care provider uses open networks for the processing of personal data, they shall be responsible for ensuring that 1. the transfer of data is carried out in a way that unauthorized persons cannot access it, and 2. electronic access or direct access to the data is preceded by strong authentication.
25784;3 chap. 18 § The provider shall annually evaluate the protection against both internal and external unauthorized access to the computer networks and information systems used for processing personal data.
25787;3 chapter 10 § The provider shall, during the development, implementation, and modification of information systems used for processing personal data, ensure that the availability, accuracy, confidentiality, and traceability of personal data are not at risk. The provider shall also ensure that an information system is tested before it is put into operation.
25791;3 kap. 1§ According to the regulations and general advice from the National Board of Health and Welfare (SOSFS 2011:9) regarding management systems for systematic quality work, it is stated that each care provider is responsible for having the processes and routines necessary to ensure that the operations meet the requirements set forth in these regulations.
25793;3 kap. 12 § The healthcare provider shall ensure that personal data processed in information systems are backed up at a determined frequency. The backups shall be stored securely, well separated from the original data.
25796;3 kap. 16 § The healthcare provider may, after conducting a needs and risk analysis, decide on exemptions from the requirements in 15 § 1 regarding the transfer of reminders and summons for care and treatment directed at patients. The healthcare provider shall document the decision and the needs and risk analysis.
25797;3 kap. 2 § The healthcare provider shall ensure through the management system that HSLF-FS   1. documented personal data held by the healthcare provider is accessible and usable for those who are authorized (availability),   2. the personal data is unaltered (accuracy),   3. unauthorized individuals cannot access the personal data (confidentiality), and   4. actions can be traced to a user (traceability) in information systems that are fully or partially automated.
25800;3003.2 Users are informed of their and the organization's responsibility for information security in the system. The responsibility is documented, for example as part of general user rules, instructions, or agreements.
25802;3005.3 There are clear and communicated measures for violations of information security rules. The measures are supported by law or employment contracts. Examples of measures include loss of access rights, verbal or written warnings, suspension, or termination.
25803;3006.2 Users are informed of the responsibilities and obligations that apply after changes or termination of employment or permissions. Users sign a responsibility agreement regarding this in connection with access to the system or the organization's IT resources.
25805;3008.3 Users are informed about the rules and instructions that apply. The instructions and rules are documented and revised as needed. Users are specifically informed about the handling of confidential information.
25806;3009.3 Information from the system that is stored on external cloud services or on removable storage media (for example, mobile phones, USB drives, and external hard drives) is managed and protected with approved security applications and in accordance with established documentation and procedures.
25807;3010.3 In connection with the decommissioning or reuse of storage media, information is destroyed, demagnetized, or overwritten so that the information cannot be retrieved. Procedures for this are documented, and documentation regarding destroyed storage media is archived.
25811;"3014.3 When permissions are assigned, changed, or revoked, these activities are assessed based on the user's intended role in the system and on the principle of ""least privilege."" Assignments are logged and archived. For higher permissions, decisions regarding assignments are also documented."
25812;3016.3 There is a documented and formal process for how login credentials and any other equipment used for authentication are provided to users that meet the requirements of the trust framework ELN0700. Only issuers approved by the E-legitimationsnämnden (at least level 3) or connected within eIDAS (at least substantial level) are recommended. See the guidance for trust level 3 (LoA3) for details.
25813;3020.3 The login is based on multi-factor authentication in accordance with the requirements set forth by ELN0700. Only issuers approved by the Swedish E-Identification Board (level 3) or connected within eIDAS (substantial level) are recommended. Please refer to the guidance for trust level 3 (LoA3) for details.
25822;3033.2 The backup of the information in the system is performed regularly with monitoring and logging. The frequency of backups is based on agreements with the business. The recovery of backups is tested at least every two years and is stored at least 500 meters away from the system or, if that is not possible, in a different fire compartment.
25823;3033.3 The backup of the information in the system is performed regularly with monitoring and logging. The frequency of backups is based on an agreement with the business. Restoration of backups is tested at least annually and is stored at least 500 meters from the system or, if this is not possible, in another fire compartment. Measures, routines, and test results are documented.
25824;3034.3 The system logs information related to errors, user activities, and security events. The log information is saved and reviewed quarterly to detect incidents and events where investigative actions need to be taken.
25825;3038.3 The system administrator is responsible for keeping up to date on technical vulnerabilities. There are routines for how technical vulnerabilities should be managed. Actions are taken to reduce the risk that vulnerabilities can be exploited. The management of technical vulnerabilities and routines are documented.
25830;3045.2 The transfer of information from the system between internal parties or an external party (for example, an employee or supplier) is regulated by binding conditions, such as confidentiality or non-disclosure agreements. Any external legal requirements are taken into account when formulating the conditions.
25831;3046.1 Information security requirements are considered during procurement, development, operation, major changes, and decommissioning of the system. How information security requirements should be included in the system's lifecycle management is documented.
25840;3060.3 Users, operational staff, and suppliers are informed of their responsibility to report deviations, risks, and incidents that may affect the system, as well as being aware of how this should be done.
25843;3063.2 The organization has assessed how long they can maximally operate without access to the system. Requirements for how old data should be retrievable have been established. Contingency procedures for continuity have been developed.
25844;3063.3 The organization has assessed how long they can maximally work without access to the system. Requirements for how old data should be retrievable have been established. Contingency procedures for continuity have been developed and documented.
25847;3071.3 Compliance with information security requirements and governing documents is reviewed and reported to the system owner at least annually. Improvements are made where deficiencies are identified.
25850;4 chap. 12 § If the healthcare provider only allows limited direct access, they must inform the individual about this. The healthcare provider must also inform the individual where he or she can turn for help in understanding the documentation.
25851;4 chap. 2 § The healthcare provider shall ensure that each user is assigned an individual permission for access to personal data. The healthcare provider's decision on the assignment of permission shall be preceded by a needs and risk analysis.
25852;4 chap. 7 § The healthcare provider shall be responsible for ensuring that it is clear in the system with a consolidated journal that there are blocked details about a patient with another healthcare provider.
25854;4 chapter 1 § Provisions regarding the healthcare provider's responsibility for the allocation and limitation of permissions for access to patient data can be found in 4 chapter 2 § and 6 chapter 7 § of the Patient Data Act (2008:355).
25855;4 chapter 10 § Of the information that the healthcare provider according to 8 chapter 5 § the Patient Data Act (2008:355) shall provide to a patient upon request about access to his or her data, it must appear from which healthcare unit and at what time someone has accessed the information. The information must be designed so that the patient can assess whether the access was justified or not.
25856;4 Chapter 5 § If information about a patient has been blocked by another care unit or in another care process with the healthcare provider, this may only be made available after the authorized user has made an active choice. The active choice must be made after an assessment of whether the requirements specified in Chapter 4, § 5 of the Patient Data Act (2008:355) for lifting a block are met.
25857;4 chapter 6 § The provider shall be responsible for ensuring that an authorized user's access to unblocked information about a patient at another provider is preceded by the user verifying that the conditions for processing personal data according to chapter 6, section 3 or section 3a of the Patient Data Act (2008:355) are met and then making an active choice to access the information.
25858;4 chapter 8 § A healthcare provider that is connected to the system with a coherent medical record must ensure that authorized users have access to the information about a patient that is presumed to be significant for the care that the patient urgently needs when there is a danger to his or her life or a serious risk to his or her health.
25859;4 chapter 9 § The provider shall be responsible for ensuring that 1. the documentation of access (logs) indicates which actions have been taken regarding information about a patient,   2. the logs indicate at which healthcare unit or care process the actions were taken,   3. the logs indicate at what time the actions were taken,   4. the identity of the user and the patient is evident from the logs,   5. systematic and recurring random checks of the logs are conducted,   6. checks of the logs are documented, and   7. the logs are retained for at least five years to enable verification of access to information about a patient.
25860;4 chapter. 11 § The provider shall be responsible for ensuring that an individual's direct access to information about themselves and to documentation of access is only allowed after the individual's identity has been verified through strong authentication.
25861;4 kap. 4 § The healthcare provider shall be responsible for ensuring that information about which other healthcare units or in which other care processes there is data about a certain patient cannot be made available unless the authorized user makes a decision on whether he or she has the right to access this information (active choice). The data may not then be made available without the authorized user making another active choice.
25862;6 chap. 2 § The healthcare provider shall ensure that contractors or others who work for or have entered into an agreement with the healthcare provider commit to protecting patient information against unauthorized access as stated in § 1.
25863;6 chapter 1 § The healthcare personnel shall be responsible for ensuring that 1. personal passwords and means of authentication cannot be made available to others, and 2. computers or other devices used to manage patient information are not left without the information being protected against unauthorized access.
25864;6 chapter 3 § If a patient has opposed their personal information being made available to anyone working at another care unit, in another care process, or to any other healthcare provider than the one from which the information was provided, it shall be evident from the documentation that there are blocked data.
25874;7 chapter 2 § Additional provisions regarding the content of a patient safety - HSLF-FS report can be found in 7 chapter 2 and 3 §§ The National Board of Health and Welfare's regulations and general guidelines (SOSFS 2011:9) on management systems for systematic quality work.
25887;In the network, measures have been taken to protect: - the system from unauthorized access - the information of the system that is transmitted over the network - the configuration and administration of the system. The measures taken are documented.
25897;NIS: § 15 Digital service providers shall take the technical and organizational measures they deem appropriate and proportionate, and which address risks that threaten the security of the networks and information systems they use when providing digital services within the European Union. The measures shall ensure a level of security in the networks and information systems that is appropriate in relation to the risk.
25899;NIS: §16 Service providers of digital services shall take measures to prevent and minimize the effects of incidents that impact the networks and information systems they use. The obligation applies only to the effects that such incidents have on the digital services that the provider offers within the European Union. The measures shall aim to ensure the continuity of services.
25901;NIS: 12 § Suppliers of essential services must conduct a risk analysis that will serve as the basis for the selection of security measures according to §§ 13 and 14. The analysis must include an action plan. The analysis must be documented and updated annually.
25902;NIS: 13 § Providers of essential services shall take appropriate and proportionate technical and organizational measures to manage risks that threaten the security of the networks and information systems they use to provide essential services. The measures shall ensure a level of security in the networks and information systems that is appropriate in relation to the risk.
25903;NIS: 18 § Service providers of essential services must report incidents that have a significant impact on the continuity of the essential service they provide without undue delay. The reporting should be made to the authority designated by the government.
25906;NIS: 21 § The authority designated by the government shall be the supervisory authority. The supervisory authority shall supervise compliance with this law and regulations issued in connection with the law.
25907;NIS: 22 §   Supervision measures regarding providers of digital services may only be taken when the supervisory authority has reasonable grounds to believe that a provider does not meet the requirements in §§ 15, 16 or 19.
25908;NIS: 23 § Providers of essential services shall promptly notify the supervisory authority. A notification shall indicate whether the provider offers an essential service in two or more member states within the European Union.
25911;NIS: 26 § The supervisory authority may issue a directive to the person under supervision to provide information and grant access in accordance with Sections 24 and 25. Such a directive may be accompanied by a penalty.
25915;NIS: 31 § When determining the size of the sanction fee, special consideration shall be given to the harm or risk of harm that has occurred as a result of the violation, if the provider has previously committed a violation, and the costs that the provider has avoided as a result of the violation.
25923;NIS: 39 § The decisions of the supervisory authority under this law may be appealed to an administrative court. When such a decision is appealed, the supervisory authority is the opposing party in court. Leave to appeal is required when appealing to the administrative court.
25924;NIS: 4 § The Government or the authority designated by the Government may issue regulations concerning which services are essential services and what is meant by a significant disruption according to 3 § first paragraph 1.
25925;NIS: Appearance of representatives 10 § A legal entity that offers digital services in Sweden but does not have its main establishment within the European Union and has not designated a representative who is established in a member state where the services are offered, shall, unless any exemption from the application of the law pursuant to §§ 5-9 is applicable, appoint such a representative.
25926;NIS: Providers of digital services that are microenterprises or small businesses 7 § The law does not apply to providers of digital services that are microenterprises or small businesses as defined in the Commission Recommendation 2003/361/EC of May 6, 2003, on the definition of microenterprises and small and medium-sized enterprises.
25927;NIS: Providers of trusted services § 6 The law does not apply to providers of trusted services that are subject to the requirements under Article 19 of the Regulation (EU) No 910/2014 of the European Parliament and of the Council of July 23, 2014, on electronic identification and trusted services for electronic transactions in the internal market and repealing Directive 1999/93/EC.
25928;NIS: Section 11    Providers of essential services shall conduct a systematic and risk-based information security work regarding the networks and information systems they use to provide essential services.
25929;NIS: Section 14 - Providers of essential services shall take appropriate measures to prevent and minimize the effects of incidents affecting the networks and information systems they use to provide essential services. The measures shall aim to ensure the continuity of services.
25931;NIS: Section 19 - Providers of digital services must report incidents that have a significant impact on the provision of a digital service that they offer within the European Union without unnecessary delay. The reporting must be made to the authority designated by the government.
25933;NIS: Suppliers subject to information security requirements in other legislation § 9. If there are provisions in law or other legislation that contain requirements for security measures and incident reporting, those provisions shall apply if the effect of the requirements at least corresponds to the effect of the obligations under this law, taking into account the scope of the provisions and the supervision and sanctions linked to the requirements in the provisions.
25934;"NIS; Providers of electronic communication services § 5 The law does not apply to companies that provide public electronic communications networks or publicly available electronic communication services and are therefore subject to the requirements of Chapter 8, §§ 1 and 3 of the Act (2022:482) on electronic communication. Act (2022:508)."
25942;Security measures - Obligations for providers of essential services
25951;Technical and organizational measures are taken to manage identified risks.
25963;"The system is protected against physical damage and disturbances. Measures are implemented in accordance with the guidance in MSB's ""MSB629 Guidance for physical information security in IT environments"" and are documented."
25965;There are clear and communicated actions for violations of information security regulations. The actions are supported by law or employment agreements. Examples of actions include loss of privileges, oral or written warnings, suspension, or termination.
25966;There are routines for testing the system during development and changes before it goes into operation. The test environment does not contain personal data and is separated from the production environment.
25969;Users are informed of the responsibilities and obligations that apply after the change or termination of employment or permissions. Users sign a responsibility agreement regarding this in connection with access to the system or the organization's IT resources.
25970;Wiring and equipment intended for power supply and network transmission are protected against unauthorized access as well as intentional and unintentional damage.
25971;1. Financial entities may exchange information and intelligence regarding cyber threats among themselves, including indicators of compromised security, tactics, techniques, and procedures, cybersecurity alerts, and configuration tools, to the extent that such exchange of information and intelligence is allowed.
25972;1. Financial entities shall have a sound, comprehensive, and well-documented ICT risk management framework that enables them to manage ICT risks quickly, effectively, and comprehensively, ensuring a high level of digital operational resilience that corresponds to their business needs, size, and complexity.
25974;2. If the contractual arrangement for the use of ICT services includes the possibility that a third-party provider of ICT services subcontracts a critical or important function to other third-party providers of ICT services, the financial entities should weigh the benefits and risks that may arise in connection with such potential subcontracting, particularly with regard to an ICT subcontractor established in a third country.
25975;2. In applying point 1 c, the arrangements for information exchange shall include established conditions for participation and, where appropriate, more detailed information about public authorities' participation and the capacity in which they can be linked to the arrangements for information exchange, as well as operational components, including the use of specific IT platforms.
25978;3. Other financial entities than micro-enterprises shall establish a function to monitor the arrangements made with third-party providers of ICT services regarding the use of ICT services, or appoint a member of the executive management as responsible for overseeing the accompanying risk exposure and relevant documentation.
25979;3. When financial entities and third-party providers of ICT services negotiate contractual arrangements, they should consider using standard contract clauses that have been developed for specific services.
25981;4. Other financial entities than micro-enterprises shall transfer the responsibility for managing and monitoring ICT risk to a control function and ensure an appropriate level of independence for that control function to avoid conflicts of interest. Financial entities shall ensure appropriate separation and suitable independence for risk management functions, control functions, and internal audit functions regarding ICT, in accordance with the three lines of defense model or an internal risk management and control model.
25983;5. Financial entities shall identify and document all processes that are dependent on third-party providers of ICT services and identify connections to the third-party providers of ICT services that provide services supporting critical or essential functions.
25989;7. Other financial entities than micro-enterprises shall regularly, and at least once a year, carry out a special ICT risk assessment of all existing ICT systems, particularly before and after the integration of old and new technologies, applications, or systems.
25990;9. The ICT risk management framework referred to in point 1 shall include a strategy for digital resilience that specifies how the framework is implemented. For this purpose, the strategy shall include methods for managing ICT risks and achieving specific ICT objectives in the following ways:
25991;A formal follow-up process shall be established, including rules for quick checks and prompt corrective actions on critical results from the ICT audit, taking into account the conclusions from the review, while duly considering the nature, scope, and complexity of the financial entities' services and operations.
25994;After approval by the competent authorities, the financial entities may delegate the task of controlling compliance with the ICT risk management requirements to internal or external companies of the group.
25996;As part of the ICT risk management framework referred to in Article 5.1 and based on the identification requirements in Article 7, financial entities shall establish a specific and comprehensive ICT continuity plan as an integrated part of the financial entity's operational continuity plan.
25997;As part of the ICT risk management framework referred to in Article 5.1, financial entities shall have communication plans that enable them to responsibly inform customers and counterparties, as well as the public, about ICT-related incidents or major vulnerabilities, as appropriate.
25998;As part of the ICT risk management framework referred to in Article 5.1, financial entities shall implement communication strategies for staff and external stakeholders. In their communication strategies for staff, consideration shall be given to the need to distinguish between personnel involved in ICT risk management, particularly in actions and recovery, and staff who require information.
25999;As part of the ICT risk management framework referred to in Article 5.1, the financial entities shall identify, classify, and appropriately document all ICT-related business functions, the information assets supporting these functions, and the configurations and connections of the ICT systems to internal and external ICT systems. The financial entities shall, where necessary, and at least once a year, review the appropriateness of the classification of the information assets and all relevant documentation.
26000;As part of the ICT risk management framework referred to in Article 5.1, the financial entities shall implement a corresponding ICT disaster recovery plan that, with respect to financial entities other than microenterprises, shall be subject to independent reviews.
26001;As part of the ICT risk management framework referred to in Article 6.1, financial entities shall identify, classify, and appropriately document all ICT-supported business functions, roles, and responsibilities, the information assets and ICT assets supporting these functions and their roles, and dependencies regarding ICT risk. Financial entities shall review the appropriateness of this classification and all relevant documentation at least once a year, and as necessary.
26002;As part of the ICT risk management framework referred to in point 1, other financial entities than microenterprises shall implement a system for managing information security based on recognized international standards and in accordance with supervisory guidelines, and regularly review this system.
26003;As part of their ICT risk management framework, the financial entities should adopt and regularly review a strategy for ICT third-party risks, taking into account the multi-supplier strategy referred to in Article 5.9 g. The strategy should include guidelines for the use of ICT services provided by third-party ICT service suppliers and should be applied individually and, where applicable, at the subgroup and group level. The management body should regularly review the risks identified in connection with outsourcing critical or important functions.
26004;As part of their ICT risk management framework, the financial units shall maintain and update a register containing information at the department level, subgroup level, and group level regarding all contractual arrangements related to the use of ICT services provided by third-party ICT service providers.
26006;At least one person in the department should be responsible for implementing the communication strategy for ICT-related incidents and serve as a spokesperson to the public and the media for this purpose.
26008;Before the financial departments enter a contractual arrangement concerning the use of ICT services, they must...
26012;Documentation includes a patient safety report that is revised annually. The report summarizes - Follow-ups on information security, - Conducted risk analyses and improvement measures, as well as - The evaluation of the system's protection against unauthorized access.
26014;Financial entities may, in accordance with union law and national law in the area, subcontract the task of overseeing compliance with ICT risk management requirements to internal or external companies. In such subcontracting, the financial entity bears full responsibility for overseeing compliance with ICT risk management requirements.
26015;Financial entities must have a sound, comprehensive, and well-documented ICT risk management framework as part of their overall risk management system, allowing them to quickly, effectively, and comprehensively manage ICT risks and ensure a high level of digital operational resilience.
26016;Financial entities shall design, procure, and implement ICT-related security strategies, procedures, protocols, and tools aimed at ensuring the resilience, continuity, and availability of ICT systems, particularly for those systems supporting critical or important functions, and maintain high standards of availability, authenticity, integrity, and confidentiality regarding data, regardless of whether it is at rest, in use, or in transit.
26017;Financial entities shall have an internal governance and control framework that ensures effective and responsible management of ICT risk in accordance with Article 6.4, aimed at achieving a high level of digital operational resilience.
26018;Financial entities shall identify all information assets and ICT assets, including those at remote sites, network resources, and hardware equipment, and map those considered critical. They shall map the configuration of the information assets and ICT assets, as well as the links and mutual dependencies between the various information assets and ICT assets.
26020;Financial entities shall, based on the conclusions of the internal audit report, establish a formal follow-up process, including rules for rapid control and prompt rectification of critical results from the ICT audit.
26021;Financial entities shall, with regard to the digital operational resilience strategy referred to in point 8, formulate a holistic strategy with multiple different suppliers of ICT services at the group or entity level that reflects the key dependencies on third-party ICT service providers and explains the logic behind the procurement mix of third-party ICT service providers.
26022;Financial entities should continuously identify all sources of ICT risk, particularly the risk exposure to and from other financial entities, and assess cyber threats and ICT vulnerabilities relevant to their ICT-supported business functions, information assets, and ICT assets. Financial entities should regularly review the risk scenarios that affect them, at least once a year.
26023;Financial entities should establish appropriate procedures to ensure consistent and integrated monitoring, management, and follow-up of ICT-related incidents, so that root causes are identified and eliminated in order to prevent such incidents from occurring.
26030;If a major ICT-related incident has occurred or may impact the economic interests of service users and customers, the financial entities shall without unnecessary delay inform their service users and customers about the major ICT-related incident and as soon as possible inform them of all measures that have been taken to mitigate the negative effects of such an incident.
26031;If the financial units use internationally recognized technical standards and industry-leading methods for information security and internal ICT control, they should apply these standards and procedures in accordance with any relevant supervisory recommendations regarding their implementation.
26042;In accordance with its ICT risk management framework, financial entities should minimize the impact of ICT risk by implementing appropriate strategies, guidelines, procedures, ICT protocols, and tools. They should provide complete and up-to-date information on ICT risk and their ICT risk management framework to the competent authorities when requested.
26043;Incident handling exercises and documentation control
26046;Testing of digital operational resilience: 24. General requirements for testing of digital operational resilience
26047;Testing of digital operational resilience: 25. Testing of ICT tools and ICT systems
26048;Testing of digital operational resilience: 26. Advanced testing of ICT tools, ICT systems, and ICT processes based on threat-driven penetration testing.
26049;Testing of digital operational resilience: 27. Requirements for testers when performing threat model-driven penetration testing
26050;The access to patient information is logged. The logs indicate: - What actions have been taken with patient information, - At which healthcare unit or care process the actions were taken, - At what time the actions were taken and the identity of the user and patient.
26054;The detection mechanisms referred to in point 1 shall enable multiple control levels, include established warning threshold values and warning criteria to trigger processes for the detection of ICT-related incidents and for the management of ICT-related incidents, as well as automated warning mechanisms for relevant personnel responsible for managing ICT-related incidents.
26055;The European supervisory authorities shall, through the joint committee, develop proposals for technical implementation standards to establish standard templates for the registry of data referred to in point 4.
26057;The financial departments must allocate sufficient resources and capacity, taking into account their size, business, and risk profiles, to monitor user operations, the occurrence of ICT deviations, and ICT-related incidents, especially IT attacks.
26058;The financial departments must ensure that agreements made with external testers include requirements for sound management of the results of the threat-driven penetration tests and that all processing of them, including generation, drafts, storage, aggregation, reporting, communication, or destruction, does not create risks for the financial department.
26061;The financial departments must have mechanisms in place to quickly detect abnormal operations in accordance with Article 15, including issues related to the performance of ICT networks and ICT-related incidents, and to identify any potential significant failure-critical system components (single points of failure). All detection mechanisms referred to in the first paragraph must be regularly tested in accordance with Article 22.
26064;The financial departments shall design, procure, and implement ICT-related security strategies, guidelines, procedures, protocols, and tools that specifically aim to ensure the resilience, continuity, and availability of ICT systems, and to maintain high standards of security, confidentiality, and integrity of data, whether they are at rest, in use, or during transmission.
26065;The financial departments shall document the activities that occur before and during interruptions when the ICT continuity plan or the ICT disaster plan is activated. Such records shall be easily accessible.
26066;The financial departments shall establish and implement a process for managing ICT-related incidents to detect, manage, and report ICT-related incidents, as well as to introduce indicators for early warning as alarms.
26067;The financial departments shall establish procedures and guidelines for prioritizing, classifying, and addressing all issues that arise during the implementation of the tests and shall introduce internal validation methods to ensure that all identified weaknesses, deficiencies or gaps are fully addressed.
26068;The financial departments shall identify all accounts for ICT systems, including accounts at remote locations, network resources, and hardware, and map physical equipment deemed critical. They shall map the configuration of ICT assets as well as the connections and mutual dependencies between the various ICT assets.
26071;The financial departments shall implement, maintain, and regularly test appropriate ICT continuity plans, particularly with regard to critical or important functions that have been outsourced or contracted through agreements with third-party ICT service providers.
26074;The financial departments should have appropriate capacity and personnel in relation to their size, business and risk profile to collect information on vulnerabilities and cyber threats, ICT-related incidents, especially IT attacks, and analyze their likely impact on digital operational resilience.
26075;The financial departments should minimize the effects of ICT risks by implementing appropriate strategies, guidelines, procedures, protocols, and tools in accordance with the ICT risk management framework. They should provide complete and up-to-date information on ICT risks in accordance with the requirements of the competent authorities.
26079;The financial entities referred to in Article 2.1 f and g shall conduct vulnerability assessments prior to any use or redistribution of new or existing services that support the critical functions, applications, and infrastructure components of the financial entity.
26080;The financial entities referred to in Article 2.1 f shall provide the competent authorities with copies of the results of the ICT continuity tests or similar tests that have been carried out during the reviewed period.
26081;The financial entities shall implement exit strategies to take into account risks that may arise with third-party providers of ICT services, particularly any failures on their part, deterioration in the quality of the services provided, any interruptions in operations due to inappropriate or failed provision of services, or significant risks that arise in connection with appropriate and continuous use of the function.
26083;The financial entities shall notify the competent authorities of their participation in the information exchange arrangements referred to in point 1, when their membership has been approved or, where applicable, when membership has ceased, as soon as it takes effect.
26084;The financial entities should continuously identify all sources of ICT risks, particularly the risk exposure to and from other financial entities, and assess cyber threats and ICT vulnerabilities that are relevant to their ICT-related business functions and information assets. The financial entities should regularly, and at least once a year, review the risk scenarios that affect them.
26085;The financial entities that have entered into a contractual arrangement regarding the use of ICT services to conduct their business operations shall always bear full responsibility for meeting and fulfilling all obligations under this regulation and applicable legislation on financial services.
26086;The financial institutions shall follow a risk-based approach when implementing the test program for digital operational resilience referred to in point 1, taking into account the development of ICT risks, any specific risks to which the financial institution is or may become exposed, the criticality of information assets and services provided, as well as any other factors that the financial institution deems appropriate.
26087;The financial units referred to in Article 2.1 f shall have or ensure that their ICT third-party providers have at least one secondary operational site with satisfactory resources, capacity, functions, and appropriate personnel arrangements sufficient for the operational needs.
26088;The financial units referred to in Article 2.1 shall also have systems that effectively enable the monitoring of the completeness of trading reports, identify cases of omitted information and obvious errors, and request resubmission of all such erroneous reports.
26089;The financial units shall develop awareness programs for ICT security and training on digital operational resilience as mandatory modules in their employee training programs. These shall apply to all employees and persons in leadership positions. The financial units shall continuously monitor relevant technological developments, also in order to understand the implications of the introduction of such new technology for ICT security requirements and digital operational resilience. They shall stay updated on the latest ICT risk management processes to effectively counter current or new forms of IT attacks.
